filename,fold,target,category,src_file,take
1-32318-A-0.wav,1,0,dog,32318,A
1-34119-A-1.wav,1,1,rooster,34119,A
1-34119-B-1.wav,1,1,rooster,34119,B
1-35687-A-38.wav,1,38,clock_tick,35687,A
1-39901-A-11.wav,1,11,sea_waves,39901,A
1-39901-B-11.wav,1,11,sea_waves,39901,B
1-39923-A-1.wav,1,1,rooster,39923,A
1-40730-A-1.wav,1,1,rooster,40730,A
1-4211-A-12.wav,1,12,crackling_fire,4211,A
1-42139-A-38.wav,1,38,clock_tick,42139,A
1-43382-A-1.wav,1,1,rooster,43382,A
1-43760-A-11.wav,1,11,sea_waves,43760,A
1-44831-A-1.wav,1,1,rooster,44831,A
1-46272-A-12.wav,1,12,crackling_fire,46272,A
1-47250-A-41.wav,1,41,chainsaw,47250,A
1-47250-B-41.wav,1,41,chainsaw,47250,B
1-47273-A-21.wav,1,21,sneezing,47273,A
1-47274-A-21.wav,1,21,sneezing,47274,A
1-48413-A-38.wav,1,38,clock_tick,48413,A
1-50060-A-10.wav,1,10,rain,50060,A
1-54505-A-21.wav,1,21,sneezing,54505,A
1-54958-A-10.wav,1,10,rain,54958,A
1-56311-A-10.wav,1,10,rain,56311,A
1-57163-A-38.wav,1,38,clock_tick,57163,A
1-59324-A-21.wav,1,21,sneezing,59324,A
1-59513-A-0.wav,1,0,dog,59513,A
1-60997-A-20.wav,1,20,crying_baby,60997,A
1-60997-B-20.wav,1,20,crying_baby,60997,B
1-61252-A-11.wav,1,11,sea_waves,61252,A
1-62849-A-38.wav,1,38,clock_tick,62849,A
1-62850-A-38.wav,1,38,clock_tick,62850,A
1-63871-A-10.wav,1,10,rain,63871,A
1-64398-A-41.wav,1,41,chainsaw,64398,A
1-64398-B-41.wav,1,41,chainsaw,64398,B
1-7057-A-12.wav,1,12,crackling_fire,7057,A
1-81883-A-21.wav,1,21,sneezing,81883,A
1-85362-A-0.wav,1,0,dog,85362,A
1-91359-A-11.wav,1,11,sea_waves,91359,A
1-91359-B-11.wav,1,11,sea_waves,91359,B
1-97392-A-0.wav,1,0,dog,97392,A
2-100786-A-1.wav,2,1,rooster,100786,A
2-101676-A-10.wav,2,10,rain,101676,A
2-102852-A-11.wav,2,11,sea_waves,102852,A
2-107351-A-20.wav,2,20,crying_baby,107351,A
2-107351-B-20.wav,2,20,crying_baby,107351,B
2-109505-A-21.wav,2,21,sneezing,109505,A
2-114280-A-0.wav,2,0,dog,114280,A
2-114587-A-0.wav,2,0,dog,114587,A
2-116400-A-0.wav,2,0,dog,116400,A
2-117271-A-0.wav,2,0,dog,117271,A
2-117625-A-10.wav,2,10,rain,117625,A
2-118072-A-0.wav,2,0,dog,118072,A
2-118104-A-21.wav,2,21,sneezing,118104,A
2-118964-A-0.wav,2,0,dog,118964,A
2-119102-A-21.wav,2,21,sneezing,119102,A
2-119748-A-38.wav,2,38,clock_tick,119748,A
2-122104-A-0.wav,2,0,dog,122104,A
2-122104-B-0.wav,2,0,dog,122104,B
2-124662-A-11.wav,2,11,sea_waves,124662,A
2-125966-A-11.wav,2,11,sea_waves,125966,A
2-127108-A-38.wav,2,38,clock_tick,127108,A
2-128631-A-21.wav,2,21,sneezing,128631,A
2-130978-A-21.wav,2,21,sneezing,130978,A
2-130979-A-21.wav,2,21,sneezing,130979,A
2-131943-A-38.wav,2,38,clock_tick,131943,A
2-132157-A-11.wav,2,11,sea_waves,132157,A
2-132157-B-11.wav,2,11,sea_waves,132157,B
2-133863-A-11.wav,2,11,sea_waves,133863,A
2-134700-A-38.wav,2,38,clock_tick,134700,A
2-135728-A-38.wav,2,38,clock_tick,135728,A
2-137162-A-11.wav,2,11,sea_waves,137162,A
2-140147-A-38.wav,2,38,clock_tick,140147,A
2-141584-A-38.wav,2,38,clock_tick,141584,A
2-151079-A-20.wav,2,20,crying_baby,151079,A
2-155801-A-11.wav,2,11,sea_waves,155801,A
2-18766-A-12.wav,2,12,crackling_fire,18766,A
2-18766-B-12.wav,2,12,crackling_fire,18766,B
2-188822-A-40.wav,2,40,helicopter,188822,A
2-188822-B-40.wav,2,40,helicopter,188822,B
2-188822-C-40.wav,2,40,helicopter,188822,C
2-188822-D-40.wav,2,40,helicopter,188822,D
2-28314-A-12.wav,2,12,crackling_fire,28314,A
2-28314-B-12.wav,2,12,crackling_fire,28314,B
2-30322-A-12.wav,2,12,crackling_fire,30322,A
2-30322-B-12.wav,2,12,crackling_fire,30322,B
2-37806-A-40.wav,2,40,helicopter,37806,A
2-37806-B-40.wav,2,40,helicopter,37806,B
2-37806-C-40.wav,2,40,helicopter,37806,C
2-37806-D-40.wav,2,40,helicopter,37806,D
2-50665-A-20.wav,2,20,crying_baby,50665,A
2-50666-A-20.wav,2,20,crying_baby,50666,A
2-50667-A-41.wav,2,41,chainsaw,50667,A
2-50667-B-41.wav,2,41,chainsaw,50667,B
2-50668-A-41.wav,2,41,chainsaw,50668,A
2-50668-B-41.wav,2,41,chainsaw,50668,B
2-61311-A-12.wav,2,12,crackling_fire,61311,A
2-65747-A-12.wav,2,12,crackling_fire,65747,A
2-65750-A-1.wav,2,1,rooster,65750,A
2-66637-A-20.wav,2,20,crying_baby,66637,A
2-66637-B-20.wav,2,20,crying_baby,66637,B
2-68391-A-41.wav,2,41,chainsaw,68391,A
2-68391-B-41.wav,2,41,chainsaw,68391,B
2-71162-A-1.wav,2,1,rooster,71162,A
2-72970-A-10.wav,2,10,rain,72970,A
2-73027-A-10.wav,2,10,rain,73027,A
2-73260-A-10.wav,2,10,rain,73260,A
2-77945-A-41.wav,2,41,chainsaw,77945,A
2-77945-B-41.wav,2,41,chainsaw,77945,B
2-80482-A-20.wav,2,20,crying_baby,80482,A
2-81270-A-1.wav,2,1,rooster,81270,A
2-81731-A-10.wav,2,10,rain,81731,A
2-82367-A-10.wav,2,10,rain,82367,A
2-82538-A-21.wav,2,21,sneezing,82538,A
2-87781-A-10.wav,2,10,rain,87781,A
2-88724-A-38.wav,2,38,clock_tick,88724,A
2-93030-A-21.wav,2,21,sneezing,93030,A
2-95035-A-1.wav,2,1,rooster,95035,A
2-95258-A-1.wav,2,1,rooster,95258,A
2-95258-B-1.wav,2,1,rooster,95258,B
2-96460-A-1.wav,2,1,rooster,96460,A
3-104632-A-12.wav,3,12,crackling_fire,104632,A
3-104958-A-12.wav,3,12,crackling_fire,104958,A
3-107219-A-1.wav,3,1,rooster,107219,A
3-116135-A-1.wav,3,1,rooster,116135,A
3-118656-A-41.wav,3,41,chainsaw,118656,A
3-118657-A-41.wav,3,41,chainsaw,118657,A
3-118657-B-41.wav,3,41,chainsaw,118657,B
3-118658-A-41.wav,3,41,chainsaw,118658,A
3-118658-B-41.wav,3,41,chainsaw,118658,B
3-118972-A-41.wav,3,41,chainsaw,118972,A
3-118972-B-41.wav,3,41,chainsaw,118972,B
3-120644-A-12.wav,3,12,crackling_fire,120644,A
3-132852-A-10.wav,3,10,rain,132852,A
3-134049-A-1.wav,3,1,rooster,134049,A
3-136288-A-0.wav,3,0,dog,136288,A
3-137152-A-1.wav,3,1,rooster,137152,A
3-140774-A-10.wav,3,10,rain,140774,A
3-141684-A-21.wav,3,21,sneezing,141684,A
3-142005-A-10.wav,3,10,rain,142005,A
3-142006-A-10.wav,3,10,rain,142006,A
3-142593-A-38.wav,3,38,clock_tick,142593,A
3-142601-A-21.wav,3,21,sneezing,142601,A
3-142605-A-21.wav,3,21,sneezing,142605,A
3-143119-A-21.wav,3,21,sneezing,143119,A
3-143929-A-10.wav,3,10,rain,143929,A
3-143933-A-38.wav,3,38,clock_tick,143933,A
3-144028-A-0.wav,3,0,dog,144028,A
3-144692-A-21.wav,3,21,sneezing,144692,A
3-144827-A-11.wav,3,11,sea_waves,144827,A
3-144827-B-11.wav,3,11,sea_waves,144827,B
3-145382-A-1.wav,3,1,rooster,145382,A
3-145774-A-12.wav,3,12,crackling_fire,145774,A
3-147965-A-12.wav,3,12,crackling_fire,147965,A
3-148330-A-21.wav,3,21,sneezing,148330,A
3-149189-A-1.wav,3,1,rooster,149189,A
3-150231-A-21.wav,3,21,sneezing,150231,A
3-150363-A-38.wav,3,38,clock_tick,150363,A
3-150979-A-40.wav,3,40,helicopter,150979,A
3-150979-B-40.wav,3,40,helicopter,150979,B
3-150979-C-40.wav,3,40,helicopter,150979,C
3-151080-A-20.wav,3,20,crying_baby,151080,A
3-151081-A-20.wav,3,20,crying_baby,151081,A
3-151081-B-20.wav,3,20,crying_baby,151081,B
3-152007-A-20.wav,3,20,crying_baby,152007,A
3-152007-B-20.wav,3,20,crying_baby,152007,B
3-152007-C-20.wav,3,20,crying_baby,152007,C
3-152007-D-20.wav,3,20,crying_baby,152007,D
3-152007-E-20.wav,3,20,crying_baby,152007,E
3-154926-A-40.wav,3,40,helicopter,154926,A
3-154926-B-40.wav,3,40,helicopter,154926,B
3-154957-A-1.wav,3,1,rooster,154957,A
3-155312-A-0.wav,3,0,dog,155312,A
3-155642-A-11.wav,3,11,sea_waves,155642,A
3-155642-B-11.wav,3,11,sea_waves,155642,B
3-156558-A-21.wav,3,21,sneezing,156558,A
3-157149-A-10.wav,3,10,rain,157149,A
3-157187-A-12.wav,3,12,crackling_fire,157187,A
3-157487-A-10.wav,3,10,rain,157487,A
3-157615-A-10.wav,3,10,rain,157615,A
3-157695-A-0.wav,3,0,dog,157695,A
3-158476-A-12.wav,3,12,crackling_fire,158476,A
3-163288-A-1.wav,3,1,rooster,163288,A
3-163459-A-0.wav,3,0,dog,163459,A
3-164120-A-11.wav,3,11,sea_waves,164120,A
3-164630-A-11.wav,3,11,sea_waves,164630,A
3-164688-A-38.wav,3,38,clock_tick,164688,A
3-165856-A-41.wav,3,41,chainsaw,165856,A
3-166422-A-11.wav,3,11,sea_waves,166422,A
3-170015-A-0.wav,3,0,dog,170015,A
3-170377-A-38.wav,3,38,clock_tick,170377,A
3-170383-A-38.wav,3,38,clock_tick,170383,A
3-171012-A-38.wav,3,38,clock_tick,171012,A
3-171041-A-38.wav,3,38,clock_tick,171041,A
3-180256-A-0.wav,3,0,dog,180256,A
3-180977-A-0.wav,3,0,dog,180977,A
3-187710-A-11.wav,3,11,sea_waves,187710,A
3-65748-A-12.wav,3,12,crackling_fire,65748,A
3-68630-A-40.wav,3,40,helicopter,68630,A
3-68630-B-40.wav,3,40,helicopter,68630,B
3-68630-C-40.wav,3,40,helicopter,68630,C
4-125929-A-40.wav,4,40,helicopter,125929,A
4-149294-A-41.wav,4,41,chainsaw,149294,A
4-149294-B-41.wav,4,41,chainsaw,149294,B
4-156843-A-21.wav,4,21,sneezing,156843,A
4-156844-A-21.wav,4,21,sneezing,156844,A
4-157297-A-21.wav,4,21,sneezing,157297,A
4-157611-A-41.wav,4,41,chainsaw,157611,A
4-157611-B-41.wav,4,41,chainsaw,157611,B
4-160999-A-10.wav,4,10,rain,160999,A
4-161127-A-10.wav,4,10,rain,161127,A
4-161579-A-40.wav,4,40,helicopter,161579,A
4-161579-B-40.wav,4,40,helicopter,161579,B
4-163264-A-10.wav,4,10,rain,163264,A
4-164021-A-1.wav,4,1,rooster,164021,A
4-164064-A-1.wav,4,1,rooster,164064,A
4-164064-B-1.wav,4,1,rooster,164064,B
4-164064-C-1.wav,4,1,rooster,164064,C
4-164206-A-10.wav,4,10,rain,164206,A
4-164661-A-12.wav,4,12,crackling_fire,164661,A
4-164661-B-12.wav,4,12,crackling_fire,164661,B
4-164859-A-1.wav,4,1,rooster,164859,A
4-165823-A-41.wav,4,41,chainsaw,165823,A
4-165823-B-41.wav,4,41,chainsaw,165823,B
4-166661-A-10.wav,4,10,rain,166661,A
4-167063-A-11.wav,4,11,sea_waves,167063,A
4-167063-B-11.wav,4,11,sea_waves,167063,B
4-167063-C-11.wav,4,11,sea_waves,167063,C
4-167077-A-20.wav,4,20,crying_baby,167077,A
4-167077-B-20.wav,4,20,crying_baby,167077,B
4-167077-C-20.wav,4,20,crying_baby,167077,C
4-167642-A-21.wav,4,21,sneezing,167642,A
4-169127-A-41.wav,4,41,chainsaw,169127,A
4-169127-B-41.wav,4,41,chainsaw,169127,B
4-170078-A-1.wav,4,1,rooster,170078,A
4-170247-A-12.wav,4,12,crackling_fire,170247,A
4-170247-B-12.wav,4,12,crackling_fire,170247,B
4-171207-A-12.wav,4,12,crackling_fire,171207,A
4-171519-A-21.wav,4,21,sneezing,171519,A
4-175000-A-40.wav,4,40,helicopter,175000,A
4-175000-B-40.wav,4,40,helicopter,175000,B
4-175000-C-40.wav,4,40,helicopter,175000,C
4-175945-A-38.wav,4,38,clock_tick,175945,A
4-177250-A-10.wav,4,10,rain,177250,A
4-179984-A-38.wav,4,38,clock_tick,179984,A
4-180380-A-10.wav,4,10,rain,180380,A
4-181035-A-38.wav,4,38,clock_tick,181035,A
4-181286-A-10.wav,4,10,rain,181286,A
4-181563-A-12.wav,4,12,crackling_fire,181563,A
4-181865-A-38.wav,4,38,clock_tick,181865,A
4-182368-A-12.wav,4,12,crackling_fire,182368,A
4-182369-A-12.wav,4,12,crackling_fire,182369,A
4-182395-A-0.wav,4,0,dog,182395,A
4-182613-A-11.wav,4,11,sea_waves,182613,A
4-182613-B-11.wav,4,11,sea_waves,182613,B
4-183487-A-1.wav,4,1,rooster,183487,A
4-183992-A-0.wav,4,0,dog,183992,A
4-184434-A-21.wav,4,21,sneezing,184434,A
4-184575-A-0.wav,4,0,dog,184575,A
4-185415-A-21.wav,4,21,sneezing,185415,A
4-185575-A-20.wav,4,20,crying_baby,185575,A
4-185575-B-20.wav,4,20,crying_baby,185575,B
4-185575-C-20.wav,4,20,crying_baby,185575,C
4-185619-A-21.wav,4,21,sneezing,185619,A
4-188033-A-38.wav,4,38,clock_tick,188033,A
4-191327-A-38.wav,4,38,clock_tick,191327,A
4-191687-A-0.wav,4,0,dog,191687,A
4-192236-A-0.wav,4,0,dog,192236,A
4-193480-A-40.wav,4,40,helicopter,193480,A
4-193480-B-40.wav,4,40,helicopter,193480,B
4-194711-A-38.wav,4,38,clock_tick,194711,A
4-194754-A-0.wav,4,0,dog,194754,A
4-195497-A-11.wav,4,11,sea_waves,195497,A
4-195497-B-11.wav,4,11,sea_waves,195497,B
4-198965-A-38.wav,4,38,clock_tick,198965,A
4-199261-A-0.wav,4,0,dog,199261,A
4-204618-A-11.wav,4,11,sea_waves,204618,A
4-207124-A-0.wav,4,0,dog,207124,A
4-208021-A-1.wav,4,1,rooster,208021,A
4-59579-A-20.wav,4,20,crying_baby,59579,A
4-59579-B-20.wav,4,20,crying_baby,59579,B
5-151085-A-20.wav,5,20,crying_baby,151085,A
5-170338-A-41.wav,5,41,chainsaw,170338,A
5-170338-B-41.wav,5,41,chainsaw,170338,B
5-171653-A-41.wav,5,41,chainsaw,171653,A
5-177957-A-40.wav,5,40,helicopter,177957,A
5-177957-B-40.wav,5,40,helicopter,177957,B
5-177957-C-40.wav,5,40,helicopter,177957,C
5-177957-D-40.wav,5,40,helicopter,177957,D
5-177957-E-40.wav,5,40,helicopter,177957,E
5-181766-A-10.wav,5,10,rain,181766,A
5-185579-A-41.wav,5,41,chainsaw,185579,A
5-185579-B-41.wav,5,41,chainsaw,185579,B
5-186924-A-12.wav,5,12,crackling_fire,186924,A
5-187979-A-21.wav,5,21,sneezing,187979,A
5-188655-A-10.wav,5,10,rain,188655,A
5-189212-A-12.wav,5,12,crackling_fire,189212,A
5-189237-A-12.wav,5,12,crackling_fire,189237,A
5-191131-A-40.wav,5,40,helicopter,191131,A
5-193339-A-10.wav,5,10,rain,193339,A
5-193473-A-12.wav,5,12,crackling_fire,193473,A
5-193473-B-12.wav,5,12,crackling_fire,193473,B
5-194533-A-21.wav,5,21,sneezing,194533,A
5-194892-A-10.wav,5,10,rain,194892,A
5-194930-A-1.wav,5,1,rooster,194930,A
5-194930-B-1.wav,5,1,rooster,194930,B
5-195710-A-10.wav,5,10,rain,195710,A
5-198321-A-10.wav,5,10,rain,198321,A
5-198411-A-20.wav,5,20,crying_baby,198411,A
5-198411-B-20.wav,5,20,crying_baby,198411,B
5-198411-C-20.wav,5,20,crying_baby,198411,C
5-198411-D-20.wav,5,20,crying_baby,198411,D
5-198411-E-20.wav,5,20,crying_baby,198411,E
5-198411-F-20.wav,5,20,crying_baby,198411,F
5-198411-G-20.wav,5,20,crying_baby,198411,G
5-200334-A-1.wav,5,1,rooster,200334,A
5-200334-B-1.wav,5,1,rooster,200334,B
5-200339-A-1.wav,5,1,rooster,200339,A
5-200461-A-11.wav,5,11,sea_waves,200461,A
5-200461-B-11.wav,5,11,sea_waves,200461,B
5-201194-A-38.wav,5,38,clock_tick,201194,A
5-201274-A-21.wav,5,21,sneezing,201274,A
5-202220-A-21.wav,5,21,sneezing,202220,A
5-202898-A-10.wav,5,10,rain,202898,A
5-203128-A-0.wav,5,0,dog,203128,A
5-203128-B-0.wav,5,0,dog,203128,B
5-203739-A-10.wav,5,10,rain,203739,A
5-205898-A-40.wav,5,40,helicopter,205898,A
5-208030-A-0.wav,5,0,dog,208030,A
5-208624-A-38.wav,5,38,clock_tick,208624,A
5-208810-A-11.wav,5,11,sea_waves,208810,A
5-208810-B-11.wav,5,11,sea_waves,208810,B
5-209698-A-38.wav,5,38,clock_tick,209698,A
5-209833-A-38.wav,5,38,clock_tick,209833,A
5-210571-A-38.wav,5,38,clock_tick,210571,A
5-212181-A-38.wav,5,38,clock_tick,212181,A
5-212454-A-0.wav,5,0,dog,212454,A
5-213077-A-11.wav,5,11,sea_waves,213077,A
5-213802-A-12.wav,5,12,crackling_fire,213802,A
5-213855-A-0.wav,5,0,dog,213855,A
5-215658-A-12.wav,5,12,crackling_fire,215658,A
5-215658-B-12.wav,5,12,crackling_fire,215658,B
5-216370-A-41.wav,5,41,chainsaw,216370,A
5-216370-B-41.wav,5,41,chainsaw,216370,B
5-217158-A-0.wav,5,0,dog,217158,A
5-219342-A-38.wav,5,38,clock_tick,219342,A
5-219379-A-11.wav,5,11,sea_waves,219379,A
5-219379-B-11.wav,5,11,sea_waves,219379,B
5-219379-C-11.wav,5,11,sea_waves,219379,C
5-220026-A-21.wav,5,21,sneezing,220026,A
5-220027-A-21.wav,5,21,sneezing,220027,A
5-220955-A-40.wav,5,40,helicopter,220955,A
5-221518-A-21.wav,5,21,sneezing,221518,A
5-221593-A-21.wav,5,21,sneezing,221593,A
5-222524-A-41.wav,5,41,chainsaw,222524,A
5-231762-A-0.wav,5,0,dog,231762,A
5-233160-A-1.wav,5,1,rooster,233160,A
5-234879-A-1.wav,5,1,rooster,234879,A
5-234879-B-1.wav,5,1,rooster,234879,B
5-235671-A-38.wav,5,38,clock_tick,235671,A
5-9032-A-0.wav,5,0,dog,9032,A
